JobTitle,Location,Industry,Employment Type,seniorityLevel,JobFunction,CompanyName,JobPostedon
CDL Driver Upstream Chemicals Kilgore TX,Kilgore; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,26-08-17
Field Specialist Sr Wireline _研 Paraiso TAB,Paraiso; MX,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,26-08-17
FLOW Production Operator Manufacturing Chemicals Sand Springs OK,Sand Springs; OK; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,26-08-17
Resevoir Navigation Specialist Drilling Services Oklahoma City OK,Oklahoma City; OK; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Customer Service. Information Technology,Baker Hughes a GE company,26-08-17
Field Specialist Wellbore Intervention Williston ND,Williston; ND; US,Information Technology and Services. Computer Software. Machinery,Part-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,25-08-17
Lead Repair & Maintenance Mechanic Upstream Chemicals Hobbs NM,Hobbs; NM; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,25-08-17
WIRELINE OPERATOR OLNEY IL,Olney; IL; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,25-08-17
AMO Support IV Drilling Services Ciudad del Carmen,Ciudad del Carmen; MX,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Information Technology,Baker Hughes a GE company,24-08-17
Chemical Service Representative Upstream Chemicals Williston/Minot ND,Williston; ND; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Customer Service. Information Technology,Baker Hughes a GE company,24-08-17
Agile Tester,Delft; NL,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,24-08-17
Warehouse Delivery Driver Upstream Chemicals Perryton TX,Perryton; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,23-08-17
Production Operator Manufacturing Chemicals Sand Springs OK,Sand Springs; OK; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,23-08-17
Chemical Technician Downstream Chemicals Houston TX,Houston; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Research. Analyst. Information Technology,Baker Hughes a GE company,23-08-17
Chemical Technician Downstream Chemicals Port Arthur TX,Houston; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Research. Analyst. Information Technology,Baker Hughes a GE company,23-08-17
Assembly Maintenance Overhaul Technician Drill Bits Oklahoma City OK,Oklahoma City; OK; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,29-06-17
Wireline Field Specialist Wireline Services Mt. Pleasant MI,Mount Pleasant; MI; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,22-08-17
Account Coordinator / Technical Sales Representative Process & Pipeline Services Edmonton AB or Calgary AB,Edmonton; CA,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Sales. Business Development,Baker Hughes a GE company,22-08-17
Wireline Field Operator Wireline Services Mt. Pleasant MI,Mount Pleasant; MI; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,22-08-17
Field Operator Wireline Midland TX,Midland; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,19-08-17
Field Specialist Cased Hole Completions Evansville WY,Evansville; WY; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,18-08-17
Equipment Technician Completions Evansville WY,Evansville; WY; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,18-08-17
Field Specialist Cased Hole/R&S Estevan SK,Estevan; CA,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,18-08-17
Remote Operations Specialist Drilling Houston TX,Houston; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,18-08-17
CDL Driver upstream Chemicals Kilgore Tx Kilgore Texas,Kilgore; TX; US,Environmental Services. Chemicals. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,27-08-17
Driver Warehouse Upstream Chemicals Great Bend KS,Great Bend; KS; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,17-08-17
Field Service Coordinator Completions Brighton CO,Brighton; CO; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,17-08-17
Field Specialist _研 Cased Hole Completions or Remedial and Stimulation Brighton CO,Brighton; CO; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,17-08-17
Field Specialist Cased Hole Completions Glendive MT,Glendive; MT; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,17-08-17
Service Technician Upstream Chemicals Ventura/Santa Paula CA,Santa Paula; CA; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Information Technology,Baker Hughes a GE company,17-08-17
Field Operator ALS Andrews TX,Andrews; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,17-08-17
CDL Driver Upstream Chemicals Dickinson ND,Dickinson; ND; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,16-08-17
Technical Field Representative Drill Bits Edson AB,Edson; CA,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,16-08-17
Technical Field Representative Drill Bits Clairmont AB,Clairmont; CA,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,16-08-17
AMO Technician/ElectroMechanical Technician Evansville WY,Evansville; WY; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,16-08-17
Account Coordinator Drill Bits Houston TX,Houston; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Sales. Business Development,Baker Hughes a GE company,15-08-17
Fishing & Thru Tubing Tools Specialist Completions and Wellbore Intervention Odessa TX,Odessa; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,15-08-17
Field Specialist Completions & Wellbore Intervention Odessa TX,Odessa; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,15-08-17
Directional Driller Midland TX,Midland; TX; US,Information Technology and Services. Computer Software. Machinery,Part-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,15-08-17
ElectroMechanical Technician/AMO Tech _研 Broussard LA,Broussard; LA; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,15-08-17
Field Operator Wireline Olney IL,Olney; IL; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,15-08-17
Machinist Artificial Lift Claremore OK,Claremore; OK; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,15-08-17
CDL Driver Upstream Chemicals Bridgeport/Clarksburg WV,United; WV; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,14-08-17
Solids Control TechnicianClarksburgWV,United; WV; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,14-08-17
Refinery Account Representative Concord CA,Concord; CA; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Sales. Business Development,Baker Hughes a GE company,14-08-17
2nd Shift Machinist/Machine Operator Drilling Services Oklahoma City OK,Oklahoma City; OK; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,29-06-17
Field Specialist Conventional Fishing US Land,San Antonio; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,8/8/17
Intern Enterprise,Neiva; CO,Information Technology and Services. Computer Software. Machinery,Other,Internship,Education. Training,Baker Hughes a GE company,8/5/17
CDL Driver upstream Chemicals Bossier City La Bossier City Louisiana,Bossier City; LA; US,Environmental Services. Chemicals. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,13-08-17
Field Operator WirelineBuckhannon WV,Buckhannon; WV; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,8/1/17
Field Specialist Artificial Lift Andrews TX,Andrews; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,30-07-17
Field Operator Sand Control Shafter CA,Shafter; CA; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,30-07-17
ESP Field Specialist ALSMinot ND,Minot; ND; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,29-07-17
Assistant Supervisor Artificial Lift Claremore OK,Claremore; OK; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Management. Manufacturing,Baker Hughes a GE company,23-07-17
InLine Inspection Technician PPL Houston TX,Houston; TX; US,Information Technology and Services. Computer Software. Machinery,Full-time,Entry level,Engineering. Information Technology,Baker Hughes a GE company,21-07-17
SENIOR FINANCIAL ANALYST,Kuala Lumpur; MY,Information Technology and Services. Computer Software. Machinery,Full-time,Associate,Finance. Sales,Baker Hughes a GE company,15-08-17
Nuclear Physicist m/f,Celle; DE,Information Technology and Services. Computer Software. Machinery,Full-time,Associate,Research. Analyst. Information Technology,Baker Hughes a GE company,8/10/17
Gerente de Ventas,Ciudad del Carmen; MX,Construction. Marketing and Advertising. Oil & Energy,Full-time,Mid-Senior level,Sales. Business Development,Baker Hughes a GE company,22-07-17
Scrum Master,Delft; NL,Information Technology and Services. Computer Software. Machinery,Full-time,Associate,Engineering. Information Technology,Baker Hughes a GE company,22-07-17
Project Management m/f,Celle; DE,Information Technology and Services. Computer Software. Machinery,Full-time,Associate,Project Management. Information Technology,Baker Hughes a GE company,8/3/17
PM Shift Stator Assembler Drilling Services Oklahoma City OK,Oklahoma City; OK; US,Information Technology and Services. Computer Software. Machinery,Full-time,Associate,Project Management. Information Technology,Baker Hughes a GE company,28-07-17
